index,input,match,non_exact,street,coordinate,tiger,lr
"159899","6255  MOZART DR  RIVERDALE, fulton_county, GA, 302962313","Match","Non_Exact","6255 MOZART DR, RIVERDALE, GA, 30296","-84.46028121299997,33.58453953600008","17430682","R"
"160888","1145  CONSTITUTION RD SE ATLANTA, fulton_county, GA, 30315","Match","Non_Exact","1145 CONSTITUTION RD SE, ATLANTA, GA, 30315","-84.35231732399996,33.693089394000026","643287731","R"
"159898","1970  SANDGATE CIR  COLLEGE PARK, fulton_county, GA, 303494364","No_Match"
"160887","981  REBEL FOREST DR SE ATLANTA, fulton_county, GA, 303158620","Match","Non_Exact","981 REBEL FOREST DR SE, ATLANTA, GA, 30315","-84.35834102399997,33.687931596000055","17358895","R"
"159897","2000  SANDGATE CIR  ATLANTA, fulton_county, GA, 303494342","No_Match"
"159896","2010  SANDGATE CIR  ATLANTA, fulton_county, GA, 303494342","No_Match"
"160889","1119  CONSTITUTION RD SE ATLANTA, fulton_county, GA, 303156855","Match","Non_Exact","1119 CONSTITUTION RD SE, ATLANTA, GA, 30315","-84.35302341599998,33.693067478000046","643287731","R"
"160884","2965  FORREST PARK RD SE ATLANTA, fulton_county, GA, 303542519","Match","Non_Exact","2965 FORREST PARK RD SE, ATLANTA, GA, 30354","-84.35790065399993,33.67367236100006","642629845","R"
"160883","950  FORREST CIR SE ATLANTA, fulton_county, GA, 303542535","Match","Non_Exact","950 FORREST CIR SE, ATLANTA, GA, 30354","-84.35878186999997,33.669286373000034","17358928","L"
"160886","2830  FORREST PARK RD SE ATLANTA, fulton_county, GA, 30354","Match","Non_Exact","2830 FORREST PARK RD SE, ATLANTA, GA, 30354","-84.35805006499999,33.674609349000036","642629845","L"
"160885","2701  MORELAND AVE SE ATLANTA, fulton_county, GA, 303155710","No_Match"
"160880","3039  FORREST PARK RD SE ATLANTA, fulton_county, GA, 303542530","Match","Non_Exact","3039 FORREST PARK RD SE, ATLANTA, GA, 30354","-84.35669339199995,33.67067925200007","17358939","R"
"160882","811  FORREST CIR SE ATLANTA, fulton_county, GA, 303542539","Match","Non_Exact","811 FORREST CIR SE, ATLANTA, GA, 30354","-84.35821242899993,33.671609498000066","17358938","R"
"160881","3023  FORREST TER SE ATLANTA, fulton_county, GA, 303542515","Match","Non_Exact","3023 FORREST TER SE, ATLANTA, GA, 30354","-84.35958940899997,33.67221711700006","17358927","R"
"169213","844  JETT ST NW ATLANTA, fulton_county, GA, 303186828","Match","Non_Exact","844 JETT ST NW, ATLANTA, GA, 30318","-84.41508168299998,33.76737293600007","17342185","L"
"159888","1895  SANDGATE CIR  COLLEGE PARK, fulton_county, GA, 303494337","No_Match"
